,Date,Theme,Sentiment,Newspaper
4895,17/07/20,enrolment_process,negative,Times of India
4896,13/08/20,e-governance,positive,Times of India
4897,18/09/20,crime,negative,Times of India
4898,06/09/20,enrolment_process,positive,Times of India
4899,03/09/20,enrolment_process,positive,Times of India
4900,23/07/20,crime,negative,Times of India
4901,16/09/20,aadhaar_based_schemes,positive,Times of India
4902,26/08/20,crime,negative,Times of India
4903,17/08/20,enrolment_process,positive,Times of India
4904,07/08/20,crime,negative,Times of India
4905,17/09/20,judiciary_right_to_privacy,negative,Times of India
4906,12/08/20,crime,negative,Times of India
4907,28/09/20,macroeconomic_policy,positive,Times of India
4908,24/08/20,aadhaar_based_schemes,positive,Times of India
4909,15/09/20,aadhaar_based_schemes,positive,Times of India
4910,11/08/20,crime,negative,Times of India
4911,15/09/20,crime,negative,Times of India
4912,16/09/20,e-governance,positive,Times of India
4913,14/09/20,enrolment_process,positive,Times of India
4914,10/09/20,crime,negative,Times of India
4915,21/07/20,e-governance,positive,Times of India
4916,13/09/20,crime,neutral,Times of India
4917,24/08/20,crime,negative,Times of India
4918,03/08/20,macroeconomic_policy,negative,Times of India
4919,03/08/20,macroeconomic_policy,negative,Times of India
4920,03/08/20,macroeconomic_policy,negative,Times of India
4921,28/07/20,aadhaar_based_subsidies,positive,Times of India
4922,12/09/20,aadhaar_based_schemes,positive,Times of India
4923,12/09/20,aadhaar_based_schemes,negative,Times of India
4924,07/08/20,crime,negative,Times of India
4925,06/08/20,crime,negative,Times of India
4926,08/08/20,crime,negative,Times of India
4927,22/08/20,macroeconomic_policy,negative,Times of India
4928,01/10/20,crime,positive,Times of India
4929,05/07/20,e-governance,neutral,Times of India
4930,10/09/20,aadhaar_based_schemes,positive,Times of India
4931,26/07/20,crime,negative,Times of India
4932,09/09/20,e-governance,positive,Times of India
4933,20/09/20,aadhaar_based_schemes,positive,Times of India
4934,20/08/20,crime,negative,Times of India
4936,16/08/20,crime,negative,Times of India
4937,04/08/20,macroeconomic_policy,negative,Times of India
4938,16/08/20,crime,negative,Times of India
4939,19/09/20,crime,negative,Times of India
4940,10/09/20,crime,negative,Times of India
4941,12/07/20,macroeconomic_policy,negative,Times of India
4942,18/08/20,money_laundering,positive,Times of India
4943,20/07/20,crime,negative,Times of India
4944,21/06/20,aadhaar_based_subsidies,neutral,Times of India
4945,04/09/20,enrolment_process,positive,Times of India
4946,30/07/20,crime,negative,Times of India
4947,13/08/20,crime,negative,Times of India
4948,15/08/20,crime,negative,Times of India
4949,28/07/20,crime,negative,Times of India
4950,12/08/20,enrolment_process,positive,Times of India
4951,14/09/20,crime,negative,Times of India
4953,01/09/20,enrolment_process,positive,Times of India
4954,15/09/20,macroeconomic_policy,negative,Times of India
4955,23/07/20,enrolment_process,negative,Times of India
4956,31/08/20,digital_stack,negative,Times of India
4957,08/08/20,crime,negative,Times of India
4958,13/08/20,crime,negative,Times of India
4959,07/08/20,macroeconomic_policy,negative,Times of India
4960,07/08/20,e-governance,positive,Times of India
4961,23/08/20,crime,negative,Times of India
4962,04/06/20,crime,negative,Times of India
4963,26/08/20,enrolment_process,neutral,Times of India
4964,07/08/20,crime,negative,Times of India
4965,26/08/20,enrolment_process,positive,Times of India
4966,21/07/20,e-governance,neutral,Times of India
4967,09/09/20,judiciary_right_to_privacy,neutral,Times of India
4968,01/07/20,enrolment_process,positive,Times of India
4969,15/07/20,enrolment_process,positive,Times of India
4970,19/08/20,crime,positive,Times of India
4971,22/08/20,crime,neutral,Times of India
4972,23/07/20,aadhaar_based_schemes,positive,Times of India
4973,26/09/20,crime,positive,Times of India
4975,27/07/20,crime,negative,Times of India
4976,04/09/20,crime,positive,Times of India
4977,02/09/20,aadhaar_based_schemes,positive,Times of India
4979,18/08/20,judiciary_right_to_privacy,positive,Times of India
4980,19/07/20,aadhaar_based_schemes,positive,Times of India
4981,18/08/20,judiciary_right_to_privacy,positive,Times of India
4982,02/09/20,macroeconomic_policy,positive,Times of India
4983,24/07/20,aadhaar_based_subsidies,negative,Times of India
4984,20/09/20,enrolment_process,positive,Times of India
4985,20/09/20,macroeconomic_policy,negative,Times of India
4986,01/09/20,enrolment_process,positive,Times of India
4987,23/07/20,crime,negative,Times of India
4988,01/09/20,enrolment_process,positive,Times of India
4989,28/07/20,crime,negative,Times of India
4990,15/08/20,crime,negative,Times of India
4991,16/06/20,crime,negative,Times of India
4992,14/08/20,enrolment_process,positive,Times of India
4993,14/08/20,crime,negative,Times of India
4994,14/08/20,crime,negative,Times of India
4995,05/06/20,aadhaar_based_subsidies,positive,Times of India
4996,19/07/20,crime,negative,Times of India
4997,09/06/20,money_laundering,positive,Times of India
4998,27/06/20,e-governance,positive,Times of India
4999,20/07/20,crime,negative,Times of India
5000,15/07/20,enrolment_process,positive,Times of India
5002,08/08/20,financial_inclusion,positive,Times of India
5003,24/08/20,e-governance,positive,Times of India
5004,07/08/20,crime,negative,Times of India
5005,21/07/20,crime,negative,Times of India
5006,11/09/20,crime,negative,Times of India
5007,15/05/20,enrolment_process,negative,Times of India
5008,19/06/20,crime,negative,Times of India
5009,25/06/20,macroeconomic_policy,negative,Times of India
5010,25/06/20,macroeconomic_policy,negative,Times of India
5011,03/08/20,aadhaar_based_schemes,negative,Times of India
5012,18/08/20,crime,positive,Times of India
5013,09/09/20,aadhaar_based_schemes,positive,Times of India
5014,26/04/20,crime,negative,Times of India
5015,02/08/20,aadhaar_based_schemes,positive,Times of India
5016,06/07/20,crime,neutral,Times of India
5017,28/06/20,enrolment_process,negative,Times of India
5018,16/06/20,aadhaar_based_schemes,neutral,Times of India
5019,20/06/20,crime,negative,Times of India
5020,09/05/20,crime,negative,Times of India
5022,30/07/20,macroeconomic_policy,negative,Times of India
5023,03/07/20,crime,negative,Times of India
5024,03/07/20,aadhaar_political_debates,neutral,Times of India
5025,16/08/20,money_laundering,positive,Times of India
5026,30/07/20,e-governance,positive,Times of India
5027,10/07/20,macroeconomic_policy,positive,Times of India
5028,29/07/20,crime,negative,Times of India
5029,23/07/20,e-governance,positive,Times of India
5030,05/07/20,aadhaar_based_subsidies,positive,Times of India
5032,28/07/20,enrolment_process,positive,Times of India
5033,15/08/20,aadhaar_based_subsidies,negative,Times of India
5034,28/05/20,enrolment_process,positive,Times of India
5035,26/05/20,e-governance,neutral,Times of India
5036,13/08/20,crime,negative,Times of India
5037,26/07/20,enrolment_process,positive,Times of India
5038,09/05/20,crime,negative,Times of India
5039,28/06/20,enrolment_process,positive,Times of India
5040,08/06/20,enrolment_process,negative,Times of India
5041,18/04/20,enrolment_process,positive,Times of India
5042,24/07/20,enrolment_process,positive,Times of India
5043,15/06/20,aadhaar_based_schemes,positive,Times of India
5044,29/04/20,aadhaar_based_subsidies,positive,Times of India
5045,30/05/20,e-governance,positive,Times of India
5046,19/05/20,aadhaar_based_subsidies,positive,Times of India
5048,20/07/20,aadhaar_based_subsidies,negative,Times of India
5049,20/05/20,crime,negative,Times of India
5050,19/06/20,aadhaar_based_subsidies,negative,Times of India
5051,23/06/20,crime,negative,Times of India
5052,05/08/20,crime,negative,Times of India
5053,29/04/20,enrolment_process,negative,Times of India
5054,04/08/20,macroeconomic_policy,negative,Times of India
5055,16/07/20,enrolment_process,positive,Times of India
5056,16/07/20,crime,negative,Times of India
5057,04/08/20,enrolment_process,positive,Times of India
5058,30/05/20,macroeconomic_policy,negative,Times of India
5059,18/07/20,crime,negative,Times of India
5060,29/05/20,enrolment_process,positive,Times of India
5061,05/05/20,aadhaar_based_subsidies,positive,Times of India
5062,02/06/20,financial_inclusion,positive,Times of India
5063,07/07/20,judiciary_right_to_privacy,positive,Times of India
5064,18/06/20,crime,negative,Times of India
5065,01/08/20,enrolment_process,negative,Times of India
5066,12/07/20,macroeconomic_policy,negative,Times of India
5067,17/04/20,crime,positive,Times of India
5068,30/07/20,crime,negative,Times of India
5069,10/07/20,crime,positive,Times of India
5070,22/08/20,crime,positive,Times of India
5071,09/07/20,e-governance,positive,Times of India
5072,09/06/20,crime,negative,Times of India
5073,15/06/20,crime,negative,Times of India
5074,25/05/20,financial_inclusion,positive,Times of India
5075,24/02/20,crime,negative,Times of India
5076,18/08/20,money_laundering,positive,Times of India
5077,18/08/20,aadhaar_based_schemes,positive,Times of India
5078,04/07/20,macroeconomic_policy,negative,Times of India
5079,07/04/20,financial_inclusion,positive,Times of India
5080,17/08/20,money_laundering,positive,Times of India
5081,03/07/20,e-governance,positive,Times of India
5082,19/07/20,crime,negative,Times of India
5083,01/07/20,crime,negative,Times of India
5084,10/05/20,enrolment_process,neutral,Times of India
5085,03/05/20,aadhaar_based_subsidies,negative,Times of India
5086,19/04/20,enrolment_process,neutral,Times of India
5087,21/01/20,crime,negative,Times of India
5088,12/08/20,aadhaar_based_schemes,positive,Times of India
5089,26/06/20,crime,negative,Times of India
5090,08/04/20,enrolment_process,positive,Times of India
5091,06/03/20,aadhaar_based_schemes,positive,Times of India
5092,25/02/20,crime,negative,Times of India
5093,11/04/20,crime,negative,Times of India
5094,18/05/20,e-governance,neutral,Times of India
5095,07/08/20,crime,negative,Times of India
5096,13/06/20,enrolment_process,positive,Times of India
5097,23/04/20,enrolment_process,positive,Times of India
5098,11/07/20,e-governance,neutral,Times of India
5099,10/07/20,digital_stack,positive,Times of India
5100,14/05/20,enrolment_process,positive,Times of India
5101,16/04/20,enrolment_process,neutral,Times of India
5102,09/06/20,crime,positive,Times of India
5104,15/06/20,aadhaar_based_subsidies,negative,Times of India
5105,20/07/20,crime,negative,Times of India
5106,08/02/20,crime,negative,Times of India
5107,07/07/20,macroeconomic_policy,positive,Times of India
5108,15/05/20,crime,negative,Times of India
5109,03/03/20,crime,negative,Times of India
5110,12/06/20,enrolment_process,neutral,Times of India
5111,04/06/20,crime,negative,Times of India
5112,31/07/20,crime,negative,Times of India
5113,10/06/20,crime,negative,Times of India
5114,09/02/20,crime,negative,Times of India
5115,10/03/20,macroeconomic_policy,neutral,Times of India
5116,12/04/20,aadhaar_based_subsidies,negative,Times of India
5117,05/06/20,data_security,neutral,Times of India
5118,06/05/20,macroeconomic_policy,negative,Times of India
5119,08/05/20,enrolment_process,negative,Times of India
5120,07/05/20,enrolment_process,positive,Times of India
5121,03/06/20,e-governance,positive,Times of India
5122,26/06/20,crime,negative,Times of India
5123,04/01/20,e-governance,positive,Times of India
5124,18/04/20,aadhaar_based_subsidies,positive,Times of India
5125,04/04/20,aadhaar_based_subsidies,positive,Times of India
5126,24/06/20,enrolment_process,negative,Times of India
5127,08/06/20,e-governance,positive,Times of India
5128,07/03/20,aadhaar_based_schemes,positive,Times of India
5129,30/05/20,crime,negative,Times of India
5130,21/06/20,enrolment_process,positive,Times of India
5131,25/02/20,macroeconomic_policy,negative,Times of India
5132,04/07/20,crime,negative,Times of India
5133,26/01/20,crime,negative,Times of India
5134,26/05/20,enrolment_process,negative,Times of India
5135,03/03/20,crime,negative,Times of India
5136,26/03/20,aadhaar_based_subsidies,positive,Times of India
5137,03/03/20,enrolment_process,negative,Times of India
5138,20/03/20,e-governance,neutral,Times of India
5139,17/07/20,crime,negative,Times of India
5140,21/01/20,crime,negative,Times of India
5141,23/05/20,enrolment_process,negative,Times of India
5142,22/04/20,macroeconomic_policy,negative,Times of India
5143,15/06/20,crime,negative,Times of India
5144,22/01/20,crime,negative,Times of India
5145,14/06/20,crime,negative,Times of India
5147,16/04/20,enrolment_process,negative,Times of India
5148,19/05/20,e-governance,negative,Times of India
5149,23/04/20,enrolment_process,negative,Times of India
5150,07/04/20,enrolment_process,neutral,Times of India
5151,11/06/20,digital_stack,positive,Times of India
5152,16/05/20,e-governance,positive,Times of India
5153,10/06/20,aadhaar_based_schemes,neutral,Times of India
5154,06/04/20,enrolment_process,positive,Times of India
5155,24/12/19,money_laundering,neutral,Times of India
5156,09/06/20,crime,negative,Times of India
5157,18/04/20,aadhaar_based_subsidies,negative,Times of India
5158,13/07/20,data_security,positive,Times of India
5159,22/02/20,enrolment_process,positive,Times of India
5160,08/06/20,money_laundering,positive,Times of India
5162,09/02/20,aadhaar_based_subsidies,negative,Times of India
5163,15/05/20,aadhaar_based_subsidies,negative,Times of India
5164,10/05/20,crime,negative,Times of India
5165,06/07/20,crime,neutral,Times of India
5166,26/02/20,aadhaar_based_schemes,neutral,Times of India
5167,04/04/20,enrolment_process,positive,Times of India
5168,08/05/20,crime,positive,Times of India
5169,08/05/20,e-governance,positive,Times of India
5170,07/05/20,crime,positive,Times of India
5171,09/12/19,crime,negative,Times of India
5172,26/02/20,crime,neutral,Times of India
5173,09/12/19,crime,negative,Times of India
5174,01/04/20,aadhaar_based_subsidies,positive,Times of India
5175,25/03/20,enrolment_process,negative,Times of India
5176,04/02/20,crime,negative,Times of India
5177,01/06/20,macroeconomic_policy,negative,Times of India
5178,06/01/20,aadhaar_based_schemes,positive,Times of India
5179,04/05/20,aadhaar_based_schemes,negative,Times of India
5180,03/02/20,crime,negative,Times of India
5181,28/02/20,crime,negative,Times of India
5182,01/05/20,aadhaar_based_schemes,positive,Times of India
5183,29/01/20,crime,negative,Times of India
5184,30/04/20,aadhaar_based_schemes,positive,Times of India
5185,18/11/19,macroeconomic_policy,negative,Times of India
5186,19/12/19,aadhaar_based_schemes,positive,Times of India
5187,16/02/20,crime,negative,Times of India
5188,23/03/20,crime,negative,Times of India
5190,03/02/20,aadhaar_based_schemes,negative,Times of India
5191,01/07/20,crime,negative,Times of India
5192,16/03/20,e-governance,positive,Times of India
5193,20/02/20,aadhaar_political_debates,negative,Times of India
5194,15/03/20,crime,negative,Times of India
5195,23/05/20,enrolment_process,positive,Times of India
5196,15/04/20,macroeconomic_policy,negative,Times of India
5197,08/02/20,macroeconomic_policy,negative,Times of India
5198,20/05/20,aadhaar_based_subsidies,negative,Times of India
5199,18/01/20,e-governance,positive,Times of India
5200,09/03/20,crime,neutral,Times of India
5201,26/09/20,macroeconomic_policy,negative,Times of India
5202,01/01/20,macroeconomic_policy,negative,Times of India
5203,15/01/20,e-governance,negative,Times of India
5204,19/05/20,aadhaar_based_schemes,negative,Times of India
5205,15/01/20,e-governance,neutral,Times of India
5207,18/05/20,macroeconomic_policy,positive,Times of India
5208,14/05/20,macroeconomic_policy,negative,Times of India
5209,14/05/20,macroeconomic_policy,negative,Times of India
5210,18/04/20,enrolment_process,negative,Times of India
5211,18/04/20,aadhaar_political_debates,positive,Times of India
5212,22/12/19,aadhaar_based_schemes,positive,Times of India
5213,15/05/20,aadhaar_based_schemes,positive,Times of India
5214,16/04/20,macroeconomic_policy,negative,Times of India
5215,02/01/20,aadhaar_based_schemes,positive,Times of India
5216,10/05/20,e-governance,positive,Times of India
5217,18/04/20,aadhaar_based_subsidies,positive,Times of India
5218,28/02/20,macroeconomic_policy,negative,Times of India
5219,16/06/20,financial_inclusion,positive,Times of India
5220,29/02/20,digital_stack,positive,Times of India
5221,12/04/20,crime,positive,Times of India
5223,12/04/20,aadhaar_based_schemes,positive,Times of India
5224,12/04/20,financial_inclusion,neutral,Times of India
5225,09/01/20,enrolment_process,negative,Times of India
5226,09/01/20,digital_stack,positive,Times of India
5227,22/02/20,crime,negative,Times of India
5228,01/12/19,macroeconomic_policy,neutral,Times of India
5229,14/06/20,macroeconomic_policy,negative,Times of India
5230,24/01/20,crime,negative,Times of India
5231,24/01/20,crime,negative,Times of India
5233,09/05/20,e-governance,negative,Times of India
5234,18/11/19,enrolment_process,positive,Times of India
5235,08/05/20,enrolment_process,positive,Times of India
5236,21/02/20,aadhaar_political_debates,positive,Times of India
5237,21/02/20,crime,negative,Times of India
5238,02/03/20,digital_stack,positive,Times of India
5239,27/02/20,e-governance,positive,Times of India
5240,04/04/20,enrolment_process,positive,Times of India
5241,17/02/20,enrolment_process,positive,Times of India
5242,03/04/20,enrolment_process,positive,Times of India
5243,31/10/19,crime,negative,Times of India
5244,02/02/20,crime,negative,Times of India
5245,02/05/20,enrolment_process,positive,Times of India
5246,13/01/20,crime,negative,Times of India
5248,07/01/20,aadhaar_based_schemes,positive,Times of India
5249,19/02/20,aadhaar_political_debates,negative,Times of India
5250,29/01/20,digital_stack,negative,Times of India
5251,23/12/19,e-governance,positive,Times of India
5252,17/03/20,aadhaar_political_debates,negative,Times of India
5253,16/02/20,crime,negative,Times of India
5254,08/02/20,aadhaar_based_schemes,positive,Times of India
5255,06/01/20,crime,negative,Times of India
5256,02/06/20,aadhaar_based_schemes,negative,Times of India
5257,26/03/20,crime,negative,Times of India
5258,19/12/19,macroeconomic_policy,negative,Times of India
5260,29/12/19,crime,negative,Times of India
5262,18/02/20,enrolment_process,negative,Times of India
5263,13/07/20,aadhaar_political_debates,positive,Times of India
5265,21/01/20,judiciary_right_to_privacy,positive,Times of India
5266,03/02/20,crime,negative,Times of India
5267,22/03/20,digital_stack,positive,Times of India
5268,22/03/20,crime,negative,Times of India
5269,22/03/20,crime,negative,Times of India
5270,28/12/19,enrolment_process,positive,Times of India
5271,17/02/20,enrolment_process,positive,Times of India
5273,19/04/20,aadhaar_political_debates,negative,Times of India
5274,01/12/19,aadhaar_based_subsidies,negative,Times of India
5275,19/04/20,enrolment_process,negative,Times of India
5276,17/03/20,judiciary_right_to_privacy,positive,Times of India
5277,07/03/20,financial_inclusion,negative,Times of India
5278,16/03/20,e-governance,positive,Times of India
5279,27/01/20,crime,negative,Times of India
5280,13/01/20,aadhaar_political_debates,positive,Times of India
5281,19/01/20,aadhaar_political_debates,neutral,Times of India
5282,22/11/19,aadhaar_based_schemes,negative,Times of India
5284,16/11/19,crime,neutral,Times of India
5285,04/11/19,crime,negative,Times of India
5286,28/01/20,judiciary_right_to_privacy,positive,Times of India
5287,06/03/20,macroeconomic_policy,negative,Times of India
5288,17/04/20,e-governance,positive,Times of India
5289,23/11/19,enrolment_process,negative,Times of India
5290,22/10/19,aadhaar_political_debates,neutral,Times of India
5291,27/12/19,aadhaar_political_debates,negative,Times of India
5292,21/12/19,crime,negative,Times of India
5293,14/10/19,crime,negative,Times of India
5294,16/04/20,aadhaar_based_subsidies,positive,Times of India
5295,24/01/20,aadhaar_political_debates,positive,Times of India
5296,16/01/20,crime,negative,Times of India
5297,15/04/20,enrolment_process,negative,Times of India
5298,25/12/19,aadhaar_political_debates,negative,Times of India
5299,13/03/20,aadhaar_based_schemes,positive,Times of India
5300,17/10/19,aadhaar_based_subsidies,positive,Times of India
5301,23/05/20,crime,neutral,Times of India
5302,10/04/20,crime,negative,Times of India
5303,17/12/19,crime,negative,Times of India
5304,21/05/20,crime,positive,Times of India
5305,12/04/20,enrolment_process,positive,Times of India
5306,26/01/20,enrolment_process,negative,Times of India
5307,26/01/20,enrolment_process,positive,Times of India
5308,11/11/19,digital_stack,positive,Times of India
5309,19/12/19,aadhaar_political_debates,negative,Times of India
5310,27/02/20,aadhaar_political_debates,positive,Times of India
5311,03/02/20,crime,negative,Times of India
5312,08/03/20,aadhaar_political_debates,positive,Times of India
5313,09/01/20,crime,negative,Times of India
5314,28/01/20,aadhaar_political_debates,negative,Times of India
5315,14/12/19,macroeconomic_policy,positive,Times of India
5316,29/12/19,crime,negative,Times of India
5317,16/05/20,crime,negative,Times of India
5318,01/12/19,crime,negative,Times of India
5319,20/02/20,crime,negative,Times of India
5320,06/12/19,digital_stack,negative,Times of India
5321,02/03/20,aadhaar_political_debates,positive,Times of India
5322,31/01/20,aadhaar_political_debates,negative,Times of India
5324,17/01/20,crime,negative,Times of India
5325,13/05/20,e-governance,positive,Times of India
5326,11/12/19,e-governance,positive,Times of India
5327,07/01/20,macroeconomic_policy,negative,Times of India
5328,28/02/20,crime,negative,Times of India
5329,27/02/20,crime,negative,Times of India
5330,14/01/20,enrolment_process,positive,Times of India
5331,21/10/19,macroeconomic_policy,negative,Times of India
5332,20/10/19,macroeconomic_policy,negative,Times of India
5333,06/01/20,aadhaar_based_schemes,positive,Times of India
5334,12/11/19,crime,negative,Times of India
5335,14/02/20,aadhaar_based_schemes,positive,Times of India
5336,30/03/20,crime,negative,Times of India
5337,24/02/20,macroeconomic_policy,negative,Times of India
5338,10/01/20,enrolment_process,negative,Times of India
5339,16/01/20,aadhaar_political_debates,positive,Times of India
5340,10/01/20,enrolment_process,negative,Times of India
5341,19/01/20,crime,negative,Times of India
5342,15/01/20,macroeconomic_policy,negative,Times of India
5343,22/02/20,enrolment_process,negative,Times of India
5344,09/01/20,macroeconomic_policy,positive,Times of India
5345,19/02/20,e-governance,positive,Times of India
5346,19/02/20,aadhaar_political_debates,positive,Times of India
5347,14/11/19,crime,positive,Times of India
5348,25/03/20,money_laundering,positive,Times of India
5349,14/01/20,crime,negative,Times of India
5350,08/02/20,aadhaar_political_debates,negative,Times of India
5351,05/05/20,enrolment_process,neutral,Times of India
5352,26/12/19,crime,negative,Times of India
5353,18/02/20,e-governance,negative,Times of India
5355,06/02/20,enrolment_process,positive,Times of India
5356,16/02/20,aadhaar_based_schemes,positive,Times of India
5357,19/10/19,crime,neutral,Times of India
5358,15/02/20,enrolment_process,positive,Times of India
5359,22/12/19,e-governance,positive,Times of India
5361,21/12/19,e-governance,positive,Times of India
5362,30/12/19,crime,negative,Times of India
5363,13/11/19,crime,negative,Times of India
5364,16/12/19,e-governance,positive,Times of India
5365,12/11/19,macroeconomic_policy,negative,Times of India
5366,18/06/20,enrolment_process,negative,Times of India
5367,12/02/20,macroeconomic_policy,negative,Times of India
5368,18/03/20,aadhaar_based_schemes,positive,Times of India
5369,17/12/19,enrolment_process,neutral,Times of India
5370,10/02/20,crime,negative,Times of India
5372,04/01/20,aadhaar_based_schemes,positive,Times of India
5373,28/12/19,aadhaar_political_debates,positive,Times of India
5374,30/11/19,aadhaar_based_schemes,positive,Times of India
5376,16/03/20,aadhaar_political_debates,positive,Times of India
5377,08/02/20,enrolment_process,neutral,Times of India
5378,07/02/20,e-governance,negative,Times of India
5379,08/02/20,macroeconomic_policy,negative,Times of India
5380,27/04/20,aadhaar_based_schemes,positive,Times of India
5381,01/02/20,aadhaar_based_schemes,negative,Times of India
5382,31/01/20,aadhaar_political_debates,negative,Times of India
5383,08/03/20,enrolment_process,negative,Times of India
5384,19/10/19,crime,negative,Times of India
5385,06/12/19,e-governance,negative,Times of India
5387,10/06/20,enrolment_process,positive,Times of India
5388,11/12/19,crime,negative,Times of India
5389,28/01/20,crime,negative,Times of India
5390,18/04/20,macroeconomic_policy,positive,Times of India
5391,15/01/20,aadhaar_political_debates,positive,Times of India
5392,04/03/20,crime,positive,Times of India
5393,26/01/20,macroeconomic_policy,negative,Times of India
5394,17/04/20,crime,positive,Times of India
5395,11/12/19,enrolment_process,positive,Times of India
5396,24/01/20,e-governance,neutral,Times of India
5397,12/01/20,crime,negative,Times of India
5398,25/11/19,crime,negative,Times of India
5399,14/10/19,enrolment_process,negative,Times of India
5400,21/01/20,enrolment_process,positive,Times of India
5401,08/01/20,crime,negative,Times of India
5402,07/01/20,aadhaar_political_debates,positive,Times of India
5403,05/12/19,e-governance,positive,Times of India
5404,04/11/19,crime,negative,Times of India
5405,06/01/20,crime,negative,Times of India
5406,10/04/20,money_laundering,positive,Times of India
5407,16/01/20,aadhaar_political_debates,positive,Times of India
5408,23/02/20,macroeconomic_policy,negative,Times of India
5409,09/04/20,aadhaar_based_schemes,positive,Times of India
5410,02/01/20,digital_stack,positive,Times of India
5411,14/01/20,e-governance,positive,Times of India
5412,15/11/19,e-governance,positive,Times of India
5413,13/01/20,macroeconomic_policy,negative,Times of India
5414,30/11/19,crime,neutral,Times of India
5415,12/01/20,crime,positive,Times of India
5416,11/01/20,aadhaar_political_debates,positive,Times of India
5417,11/01/20,enrolment_process,neutral,Times of India
5418,06/11/12,macroeconomic_policy,positive,Business Line
5419,12/12/12,aadhaar_based_schemes,positive,Business Line
5420,12/12/12,aadhaar_based_schemes,positive,Business Line
5421,14/12/12,macroeconomic_policy,positive,Business Line
5422,14/01/13,e-governance,positive,Business Line
5423,20/02/13,aadhaar_based_subsidies,positive,Business Line
5424,02/04/13,macroeconomic_policy,positive,Business Line
5425,24/04/13,aadhaar_based_subsidies,positive,Business Line
5426,01/08/13,aadhaar_based_subsidies,positive,Business Line
5427,02/08/13,aadhaar_based_subsidies,positive,Business Line
5428,13/08/13,aadhaar_based_subsidies,positive,Business Line
5429,22/08/13,aadhaar_based_subsidies,positive,Business Line
5430,23/08/13,aadhaar_based_subsidies,positive,Business Line
5431,29/08/13,aadhaar_based_subsidies,positive,Business Line
5432,01/10/13,aadhaar_based_schemes,positive,Business Line
5433,06/11/13,aadhaar_based_schemes,positive,Business Line
5434,06/11/13,aadhaar_based_schemes,positive,Business Line
5435,07/11/13,aadhaar_based_schemes,positive,Business Line
5436,07/11/13,aadhaar_based_schemes,positive,Business Line
5437,09/11/13,aadhaar_based_subsidies,positive,Business Line
5438,13/12/13,aadhaar_based_subsidies,positive,Business Line
5439,14/12/13,aadhaar_based_subsidies,positive,Business Line
5440,30/12/13,aadhaar_based_subsidies,positive,Business Line
5441,04/01/14,aadhaar_based_subsidies,positive,Business Line
5442,11/01/14,aadhaar_based_subsidies,positive,Business Line
5443,21/01/14,aadhaar_based_subsidies,positive,Business Line
5444,31/01/14,aadhaar_based_subsidies,positive,Business Line
5445,01/02/14,aadhaar_based_subsidies,positive,Business Line
5446,16/02/14,aadhaar_based_subsidies,positive,Business Line
5447,17/02/14,aadhaar_based_subsidies,positive,Business Line
5448,19/02/14,aadhaar_based_schemes,positive,Business Line
5449,21/08/14,aadhaar_based_subsidies,positive,Business Line
5450,21/10/14,aadhaar_based_schemes,positive,Business Line
5451,15/11/14,aadhaar_based_schemes,positive,Business Line
5452,17/11/14,aadhaar_based_schemes,positive,Business Line
5453,24/11/14,aadhaar_based_schemes,positive,Business Line
5454,05/12/14,aadhaar_based_schemes,positive,Business Line
5455,07/01/15,aadhaar_based_subsidies,positive,Business Line
5456,06/03/17,aadhaar_based_subsidies,positive,Business Line
5457,28/10/17,aadhaar_based_subsidies,positive,Business Line
5458,19/12/17,aadhaar_based_subsidies,positive,Business Line
5459,10/11/12,aadhaar_based_schemes,positive,Business Line
5460,13/11/12,aadhaar_based_schemes,positive,Business Line
5461,25/11/12,e-governance,positive,Business Line
5462,03/12/12,aadhaar_based_schemes,positive,Business Line
5463,05/12/12,aadhaar_based_schemes,positive,Business Line
5464,12/12/12,aadhaar_based_schemes,positive,Business Line
5465,14/12/12,aadhaar_based_schemes,positive,Business Line
5466,22/12/12,aadhaar_based_schemes,positive,Business Line
5467,26/12/12,aadhaar_based_schemes,positive,Business Line
5468,27/12/12,aadhaar_based_schemes,positive,Business Line
5469,29/12/12,aadhaar_based_schemes,positive,Business Line
5470,01/01/13,aadhaar_based_schemes,positive,Business Line
5471,01/01/13,aadhaar_based_schemes,positive,Business Line
5472,01/01/13,aadhaar_based_schemes,positive,Business Line
5473,02/01/13,aadhaar_based_schemes,negative,Business Line
5474,02/01/13,aadhaar_based_schemes,positive,Business Line
5475,07/01/13,aadhaar_based_schemes,positive,Business Line
5476,07/01/13,macroeconomic_policy,positive,Business Line
5477,17/01/13,aadhaar_based_schemes,positive,Business Line
5478,21/01/13,aadhaar_based_schemes,positive,Business Line
5479,04/02/13,aadhaar_based_schemes,positive,Business Line
5480,05/02/13,aadhaar_based_schemes,positive,Business Line
5481,11/02/13,aadhaar_based_schemes,positive,Business Line
5482,22/02/13,aadhaar_based_schemes,positive,Business Line
5483,20/03/13,aadhaar_based_schemes,positive,Business Line
5484,04/04/13,aadhaar_based_schemes,positive,Business Line
5485,05/04/13,aadhaar_based_schemes,positive,Business Line
5486,06/04/13,aadhaar_based_schemes,positive,Business Line
5487,11/04/13,aadhaar_based_schemes,positive,Business Line
5488,16/04/13,aadhaar_based_schemes,positive,Business Line
5489,17/08/13,aadhaar_based_schemes,positive,Business Line
